AGENCY_NAME,data_year,Crimes Against Persons,Crimes Against Society,Crimes Against Property
Orland Police Department,2019,42,111,18
Orland Police Department,2020,48,78,13
Orland Police Department,2022,50,103,23
Oroville Police Department,2017,236,497,475
Oroville Police Department,2018,251,665,398
Oroville Police Department,2019,211,549,275
Oroville Police Department,2020,191,504,193
Oroville Police Department,2021,32,93,39
Oroville Police Department,2022,150,343,152
Oxnard Police Department,2017,1029,2737,1288
Oxnard Police Department,2018,1161,3530,1295
Oxnard Police Department,2019,1192,3424,1175
Oxnard Police Department,2020,980,2556,1081
Oxnard Police Department,2022,895,1319,689
Pacific Grove Police Department,2017,32,104,32
Pacific Grove Police Department,2018,46,86,27
Pacific Grove Police Department,2019,29,72,23
Pacific Grove Police Department,2020,37,79,9
Pacific Grove Police Department,2021,19,45,23
Pacific Grove Police Department,2022,16,59,18
Pacifica Police Department,2017,86,316,72
Pacifica Police Department,2018,95,350,69
Pacifica Police Department,2019,114,359,47
Pacifica Police Department,2020,98,279,63
Pacifica Police Department,2022,60,212,74
Palm Springs Police Department,2017,393,992,285
Palm Springs Police Department,2018,392,1027,294
Palm Springs Police Department,2019,362,819,245
Palm Springs Police Department,2020,343,551,223
Palm Springs Police Department,2022,398,609,257
Palo Alto Police Department,2017,172,652,246
Palo Alto Police Department,2018,145,772,229
Palo Alto Police Department,2019,153,636,172
Palo Alto Police Department,2020,103,401,189
Palo Alto Police Department,2021,7,25,14
Palo Alto Police Department,2022,111,209,287
Palos Verdes Estates Police Department,2017,14,155,94
Palos Verdes Estates Police Department,2018,11,80,33
Palos Verdes Estates Police Department,2019,12,111,52
Palos Verdes Estates Police Department,2020,11,72,42
Palos Verdes Estates Police Department,2021,12,55,41
Palos Verdes Estates Police Department,2022,13,95,48
Paradise Police Department,2017,168,381,104
Paradise Police Department,2018,153,307,87
Paradise Police Department,2019,29,151,37
Paradise Police Department,2020,39,290,50
Paradise Police Department,2022,35,224,66
Parlier Police Department,2017,92,96,47
Parlier Police Department,2018,130,250,64
Parlier Police Department,2019,120,195,47
Parlier Police Department,2020,112,131,48
Parlier Police Department,2022,110,145,58
Pasadena Community College Police Department,2017,5,5,7
Pasadena Community College Police Department,2018,6,19,11
Pasadena Community College Police Department,2019,7,17,8
Pasadena Community College Police Department,2020,1,6,0
Pasadena Community College Police Department,2022,4,1,4
Pasadena Police Department,2017,661,1531,802
Pasadena Police Department,2018,635,1331,777
Pasadena Police Department,2019,659,1353,659
Pasadena Police Department,2020,527,770,508
Pasadena Police Department,2022,535,617,549
Paso Robles Police Department,2017,157,939,209
Paso Robles Police Department,2018,135,667,136
Paso Robles Police Department,2019,165,772,178
Paso Robles Police Department,2020,141,647,108
Paso Robles Police Department,2022,192,837,147
Petaluma Police Department,2017,293,741,229
Petaluma Police Department,2018,255,794,196
Petaluma Police Department,2019,253,751,183
Petaluma Police Department,2020,206,263,91
Petaluma Police Department,2022,224,428,144
Piedmont Police Department,2017,8,53,45
Piedmont Police Department,2018,13,48,33
Piedmont Police Department,2019,6,39,33
Piedmont Police Department,2020,2,22,35
Piedmont Police Department,2022,9,29,38
Pinole Police Department,2017,66,100,203
Pinole Police Department,2018,65,206,141
Pinole Police Department,2019,48,113,83
Pinole Police Department,2020,36,80,74
Pinole Police Department,2022,47,52,95
Pismo Beach Police Department,2017,63,426,100
Pismo Beach Police Department,2018,60,485,152
Pismo Beach Police Department,2019,47,486,128
Pismo Beach Police Department,2020,59,544,159
Pismo Beach Police Department,2022,64,449,138
Pittsburg Police Department,2017,395,551,469
Pittsburg Police Department,2018,441,504,340
Pittsburg Police Department,2019,526,614,375
Pittsburg Police Department,2020,438,350,300
Pittsburg Police Department,2022,253,431,457
Placentia Police Department,2017,130,461,147
Placentia Police Department,2018,175,383,103
Placentia Police Department,2019,185,328,108
Placentia Police Department,2020,177,330,150
Placentia Police Department,2021,163,307,142
Placentia Police Department,2022,122,254,172
Placer County Sheriff's Department,2017,409,1552,616
Placer County Sheriff's Department,2018,383,1174,471
Placer County Sheriff's Department,2019,429,1205,486
Placer County Sheriff's Department,2020,431,1028,441
Placer County Sheriff's Department,2022,371,870,409
Placerville Police Department,2017,76,316,84
Placerville Police Department,2018,89,319,64
Placerville Police Department,2019,79,313,65
Placerville Police Department,2020,77,281,64
Placerville Police Department,2021,44,217,55
Placerville Police Department,2022,80,299,84
Pleasant Hill Police Department,2017,114,415,288
Pleasant Hill Police Department,2018,95,435,284
Pleasant Hill Police Department,2019,113,377,269
Pleasant Hill Police Department,2020,82,355,260
Pleasant Hill Police Department,2022,65,204,248
Pleasanton Police Department,2017,125,492,465
Pleasanton Police Department,2018,127,598,408
Pleasanton Police Department,2019,141,657,381
Pleasanton Police Department,2020,151,494,292
Pleasanton Police Department,2022,143,378,237
Plumas County Sheriff's Department,2017,146,399,78
Plumas County Sheriff's Department,2018,130,377,78
Plumas County Sheriff's Department,2019,129,280,72
Plumas County Sheriff's Department,2020,112,226,51
Plumas County Sheriff's Department,2022,123,232,64
Pomona Police Department,2017,687,1593,626
Pomona Police Department,2018,627,1452,541
Pomona Police Department,2019,724,1586,601
Pomona Police Department,2020,631,1364,562
Pomona Police Department,2022,462,638,341
Port Hueneme Police Department,2017,94,417,126
Port Hueneme Police Department,2018,100,271,143
Port Hueneme Police Department,2019,94,257,86
Port Hueneme Police Department,2020,103,284,154
Port Hueneme Police Department,2022,109,185,125
Porterville Police Department,2017,569,1046,578
Porterville Police Department,2018,509,1114,582
Porterville Police Department,2019,573,1314,550
Porterville Police Department,2020,531,1494,418
Porterville Police Department,2021,370,1142,343
Porterville Police Department,2022,425,1021,403
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2017,8,41,14
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2018,9,36,24
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2019,6,70,19
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2020,2,9,14
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2022,7,5,7
Red Bluff Police Department,2017,221,482,324
Red Bluff Police Department,2018,273,452,287
Red Bluff Police Department,2019,250,396,243
Red Bluff Police Department,2020,187,319,241
Red Bluff Police Department,2021,84,227,118
Red Bluff Police Department,2022,120,354,201
Redding Police Department,2017,861,2050,974
Redding Police Department,2018,797,1877,844
Redding Police Department,2019,858,2248,972
Redding Police Department,2020,716,2517,768
Redding Police Department,2022,758,2457,820
Redlands Police Department,2017,290,1059,432
Redlands Police Department,2018,401,1100,348
Redlands Police Department,2019,363,1246,360
Redlands Police Department,2020,307,890,299
Redlands Police Department,2021,213,605,214
Redlands Police Department,2022,255,691,281
Redondo Beach Police Department,2017,227,996,423
Redondo Beach Police Department,2018,251,952,431
Redondo Beach Police Department,2019,229,866,361
Redondo Beach Police Department,2020,196,591,361
Redondo Beach Police Department,2022,205,822,351
Redwood City Police Department,2017,277,820,310
Redwood City Police Department,2018,254,797,222
Redwood City Police Department,2019,273,763,222
Redwood City Police Department,2020,280,432,189
Redwood City Police Department,2022,287,565,194
Reedley Police Department,2017,174,348,106
Reedley Police Department,2018,195,326,97
Reedley Police Department,2019,190,327,89
Reedley Police Department,2020,175,375,80
Reedley Police Department,2022,154,348,89
Rialto Police Department,2017,513,848,397
Rialto Police Department,2018,585,923,404
Rialto Police Department,2019,630,1125,564
Rialto Police Department,2020,591,1318,596
Rialto Police Department,2022,797,1577,729
Richmond Police Department,2017,422,396,339
Richmond Police Department,2018,534,419,438
Richmond Police Department,2019,620,504,514
Richmond Police Department,2020,563,298,435
Richmond Police Department,2021,437,266,420
Richmond Police Department,2022,354,182,303
Ridgecrest Police Department,2017,315,657,237
Ridgecrest Police Department,2018,335,580,224
Ridgecrest Police Department,2019,260,573,166
Ridgecrest Police Department,2020,322,552,183
Ridgecrest Police Department,2021,14,13,7
Ridgecrest Police Department,2022,175,238,193
Rio Dell Police Department,2017,59,89,26
Rio Dell Police Department,2018,31,71,12
Rio Dell Police Department,2019,32,82,22
Rio Dell Police Department,2020,34,117,23
Rio Dell Police Department,2021,6,6,1
Rio Dell Police Department,2022,33,63,29
Rio Vista Police Department,2017,46,102,36
Rio Vista Police Department,2018,37,152,24
Rio Vista Police Department,2019,37,116,24
Rio Vista Police Department,2020,29,111,15
Rio Vista Police Department,2022,38,60,27
Ripon Police Department,2017,64,245,107
Ripon Police Department,2018,59,257,92
Ripon Police Department,2019,60,231,91
Ripon Police Department,2020,64,228,79
Ripon Police Department,2022,73,138,108
Riverside County Sheriff's Department,2017,1023,1527,850
Riverside County Sheriff's Department,2018,975,1149,791
Riverside County Sheriff's Department,2019,1020,1390,818
Riverside County Sheriff's Department,2020,999,1576,764
Riverside County Sheriff's Department,2022,923,1301,971
Riverside Police Department,2017,1757,2114,1959
Riverside Police Department,2018,1726,2312,1688
Riverside Police Department,2019,1549,2382,1735
Riverside Police Department,2020,1507,2135,1499
Riverside Police Department,2022,1715,2101,1408
Rocklin Police Department,2017,106,334,183
Rocklin Police Department,2018,104,417,151
Rocklin Police Department,2019,109,397,148
Rocklin Police Department,2020,108,363,163
Rocklin Police Department,2021,10,30,12
Rocklin Police Department,2022,101,279,160
Rohnert Park Public Safety,2017,272,727,267
Rohnert Park Public Safety,2018,284,700,236
Rohnert Park Public Safety,2019,349,695,228
Rohnert Park Public Safety,2020,339,427,262
Rohnert Park Public Safety,2022,249,347,295
Roseville Police Department,2017,512,1413,745
Roseville Police Department,2018,490,1332,674
Roseville Police Department,2019,577,1467,638
Roseville Police Department,2020,508,1736,525
Roseville Police Department,2022,584,1139,539
Ross Police Department,2017,1,3,3
Ross Police Department,2018,0,6,2
Ross Police Department,2019,2,3,0
Ross Police Department,2020,2,8,0
Ross Police Department,2022,0,10,1
Sacramento County Sheriff's Department,2017,2237,3225,2243
Sacramento County Sheriff's Department,2018,2239,3138,1953
Sacramento County Sheriff's Department,2019,2111,2500,1712
Sacramento County Sheriff's Department,2020,1899,1254,1544
Sacramento County Sheriff's Department,2022,2239,466,1443
Sacramento Police Department,2017,3409,4595,3515
Sacramento Police Department,2018,3592,4834,3278
Sacramento Police Department,2019,3557,4739,3054
Sacramento Police Department,2020,3596,3497,3224
Sacramento Police Department,2022,4607,2948,3428
Salinas Police Department,2017,774,926,828
Salinas Police Department,2018,863,1079,713
Salinas Police Department,2019,797,1091,706
Salinas Police Department,2020,649,664,564
Salinas Police Department,2022,617,694,520
San Benito County Sheriff's Department,2017,74,169,47
San Benito County Sheriff's Department,2018,80,108,35
San Benito County Sheriff's Department,2019,67,151,34
San Benito County Sheriff's Department,2020,72,90,34
San Benito County Sheriff's Department,2021,68,119,30
San Benito County Sheriff's Department,2022,73,144,60
San Bernardino County Sheriff's Department,2017,2878,3755,3534
San Bernardino County Sheriff's Department,2018,2987,3697,3549
San Bernardino County Sheriff's Department,2019,2689,3208,3233
San Bernardino County Sheriff's Department,2020,2088,1940,2307
San Bernardino County Sheriff's Department,2022,2243,2002,2573
San Bernardino Police Department,2017,1641,2046,1251
San Bernardino Police Department,2018,1788,2348,1362
San Bernardino Police Department,2019,1839,1914,1211
San Bernardino Police Department,2020,1875,2100,1258
San Bernardino Police Department,2022,1605,1355,1163
San Bruno Police Department,2017,168,348,265
San Bruno Police Department,2018,173,415,400
San Bruno Police Department,2019,216,434,480
San Bruno Police Department,2020,134,281,174
San Bruno Police Department,2022,149,270,302
San Diego County Sheriff's Department,2017,2336,4213,2198
San Diego County Sheriff's Department,2018,2289,3914,2039
San Diego County Sheriff's Department,2019,2394,3880,2146
San Diego County Sheriff's Department,2020,2271,3489,1614
San Diego County Sheriff's Department,2021,2636,4844,2318
San Diego County Sheriff's Department,2022,2214,2997,1891
San Diego Harbor,2017,161,659,210
San Diego Harbor,2018,112,500,118
San Diego Harbor,2019,85,302,69
San Diego Harbor,2020,79,193,74
San Diego Harbor,2021,80,331,173
San Diego Harbor,2022,144,219,245
San Diego Police Department,2017,6111,11260,4164
San Diego Police Department,2018,5749,11618,4016
San Diego Police Department,2019,5448,13441,4107
San Diego Police Department,2020,4785,12044,3831
San Diego Police Department,2021,1643,6520,1987
San Diego Police Department,2022,4115,6633,3276
San Fernando Police Department,2017,95,196,75
San Fernando Police Department,2018,123,240,113
San Fernando Police Department,2019,107,253,77
San Fernando Police Department,2020,126,266,113
San Fernando Police Department,2022,100,171,108
San Francisco Police Department,2017,2935,1776,2454
San Francisco Police Department,2018,2793,1988,2467
San Francisco Police Department,2019,3176,1868,2508
San Francisco Police Department,2020,2357,1183,2099
San Francisco Police Department,2022,3013,1832,2448
San Gabriel Police Department,2017,144,286,136
San Gabriel Police Department,2018,129,259,145
San Gabriel Police Department,2019,124,212,119
San Gabriel Police Department,2020,104,194,113
San Joaquin County Sheriff's Department,2017,1188,746,815
San Joaquin County Sheriff's Department,2018,1178,833,785
San Joaquin County Sheriff's Department,2019,1063,784,774
San Joaquin County Sheriff's Department,2020,1166,780,655
San Joaquin County Sheriff's Department,2022,1273,744,733
San Jose Police Department,2017,3313,3891,2881
San Jose Police Department,2018,3407,4173,2953
San Jose Police Department,2019,3688,4002,2917
San Jose Police Department,2020,3810,4887,2947
San Jose Police Department,2022,4308,3172,2885
San Jose State University Police Department,2017,66,281,109
San Jose State University Police Department,2018,49,197,91
San Jose State University Police Department,2019,60,267,99
San Jose State University Police Department,2020,35,239,81
San Jose State University Police Department,2021,2,2,10
San Jose State University Police Department,2022,27,44,66
San Leandro Police Department,2017,387,811,784
San Leandro Police Department,2018,393,779,658
San Leandro Police Department,2019,346,693,544
San Leandro Police Department,2020,272,381,480
San Leandro Police Department,2022,274,293,487
San Luis Obispo County Sheriff's Department,2017,383,796,216
San Luis Obispo County Sheriff's Department,2018,349,909,207
San Luis Obispo County Sheriff's Department,2019,333,759,170
San Luis Obispo County Sheriff's Department,2020,331,652,136
San Luis Obispo County Sheriff's Department,2022,330,507,124
San Luis Obispo Police Department,2017,249,1514,300
San Luis Obispo Police Department,2018,297,1201,301
San Luis Obispo Police Department,2019,238,845,312
San Luis Obispo Police Department,2020,247,615,235
San Luis Obispo Police Department,2022,288,616,208
San Marino Police Department,2017,15,62,13
San Marino Police Department,2018,13,50,16
San Marino Police Department,2019,19,48,27
San Marino Police Department,2020,10,48,35
San Marino Police Department,2022,4,25,27
San Mateo County Sheriff's Department,2017,300,1547,466
San Mateo County Sheriff's Department,2018,330,1578,380
San Mateo County Sheriff's Department,2019,372,1376,358
San Mateo County Sheriff's Department,2020,325,750,338
San Mateo County Sheriff's Department,2021,97,243,117
San Mateo County Sheriff's Department,2022,263,575,354
San Mateo Police Department,2017,340,950,387
San Mateo Police Department,2018,347,1053,342
San Mateo Police Department,2019,323,905,383
San Mateo Police Department,2020,318,806,264
San Mateo Police Department,2022,324,636,310
San Pablo Police Department,2017,219,414,347
San Pablo Police Department,2018,268,486,427
San Pablo Police Department,2019,276,578,455
San Pablo Police Department,2020,190,232,274
San Pablo Police Department,2022,185,233,271
San Rafael Police Department,2017,402,1134,357
San Rafael Police Department,2018,421,1088,298
San Rafael Police Department,2019,418,982,273
San Rafael Police Department,2020,350,828,280
San Rafael Police Department,2021,23,76,26
San Rafael Police Department,2022,337,730,293
Sand City Police Department,2017,8,151,77
Sand City Police Department,2018,14,137,52
Sand City Police Department,2019,6,178,38
Sand City Police Department,2020,15,66,30
Sand City Police Department,2021,5,59,32
Sand City Police Department,2022,5,61,38
Sanger Police Department,2017,165,293,149
Sanger Police Department,2018,158,330,141
Sanger Police Department,2019,176,443,107
Sanger Police Department,2020,210,395,112
Sanger Police Department,2022,187,297,91
Santa Ana Police Department,2017,1259,3124,1640
Santa Ana Police Department,2018,1226,2655,1351
Santa Ana Police Department,2019,957,2068,1256
Santa Ana Police Department,2020,798,1739,1000
Santa Ana Police Department,2022,486,1087,545
Santa Barbara County Sheriff's Department,2017,610,2310,417
Santa Barbara County Sheriff's Department,2018,555,2136,454
Santa Barbara County Sheriff's Department,2019,508,1982,398
Santa Barbara County Sheriff's Department,2020,406,1714,380
Santa Barbara County Sheriff's Department,2022,436,1281,385
Santa Barbara Police Department,2017,729,2771,582
Santa Barbara Police Department,2018,780,2424,561
Santa Barbara Police Department,2019,725,1899,608
Santa Barbara Police Department,2020,612,1158,475
Santa Barbara Police Department,2022,522,926,489
Santa Clara County Sheriff's Department,2017,620,818,486
Santa Clara County Sheriff's Department,2018,562,1006,514
Santa Clara County Sheriff's Department,2019,555,806,432
Santa Clara County Sheriff's Department,2020,460,395,321
Santa Clara County Sheriff's Department,2022,500,476,424
Santa Clara Police Department,2017,440,1317,493
Santa Clara Police Department,2018,467,1258,450
Santa Clara Police Department,2019,477,1285,454
Santa Clara Police Department,2020,399,727,363
Santa Clara Police Department,2021,132,155,148
Santa Clara Police Department,2022,389,513,625
Santa Cruz County Sheriff's Department,2017,634,1068,523
Santa Cruz County Sheriff's Department,2018,679,918,548
Santa Cruz County Sheriff's Department,2019,736,890,443
Santa Cruz County Sheriff's Department,2020,619,830,407
Santa Cruz County Sheriff's Department,2021,102,188,52
Santa Cruz County Sheriff's Department,2022,481,946,316
Santa Cruz Police Department,2017,566,2064,600
Santa Cruz Police Department,2018,499,2309,555
Santa Cruz Police Department,2019,543,2021,521
Santa Cruz Police Department,2020,441,1680,433
Santa Cruz Police Department,2022,483,1092,386
Santa Maria Police Department,2017,768,1194,425
Santa Maria Police Department,2018,663,1079,378
Santa Maria Police Department,2019,424,789,323
Santa Maria Police Department,2020,555,993,331
Santa Maria Police Department,2021,468,679,364
Santa Maria Police Department,2022,574,788,496
Santa Monica Police Department,2017,589,1231,905
Santa Monica Police Department,2018,759,1431,1045
Santa Monica Police Department,2019,719,1331,821
Santa Monica Police Department,2020,442,547,505
Santa Monica Police Department,2022,647,753,679
Santa Paula Police Department,2017,187,331,107
Santa Paula Police Department,2018,197,320,153
Santa Paula Police Department,2019,229,491,126
Santa Paula Police Department,2020,234,447,141
Santa Paula Police Department,2021,125,246,107
Santa Paula Police Department,2022,167,146,125
Santa Rosa Junior College Police Department,2017,16,138,20
Santa Rosa Junior College Police Department,2018,25,83,23
Santa Rosa Junior College Police Department,2019,5,47,6
Santa Rosa Junior College Police Department,2020,0,12,0
Santa Rosa Junior College Police Department,2022,11,25,5
Santa Rosa Police Department,2017,996,2256,761
Santa Rosa Police Department,2018,1052,2228,819
Santa Rosa Police Department,2019,1093,2579,720
Santa Rosa Police Department,2020,649,1137,402
Santa Rosa Police Department,2022,794,1119,625
Sausalito Police Department,2017,23,96,47
Sausalito Police Department,2018,28,116,30
Sausalito Police Department,2019,22,99,27
Sausalito Police Department,2020,26,40,37
Sausalito Police Department,2022,17,26,19
Scotts Valley Police Department,2017,34,231,63
Scotts Valley Police Department,2018,48,322,55
Scotts Valley Police Department,2019,40,200,57
Scotts Valley Police Department,2020,29,155,34
Scotts Valley Police Department,2021,6,18,6
Scotts Valley Police Department,2022,40,158,49
Seal Beach Police Department,2017,117,341,157
Seal Beach Police Department,2018,80,390,133
Seal Beach Police Department,2019,75,343,133
Seal Beach Police Department,2020,70,250,93
Seal Beach Police Department,2022,54,233,135
Seaside Police Department,2017,125,414,110
Seaside Police Department,2018,157,401,78
Seaside Police Department,2019,116,265,81
Seaside Police Department,2020,131,217,83
Seaside Police Department,2021,61,117,56
Seaside Police Department,2022,131,265,104
Sebastopol Police Department,2017,59,267,44
Sebastopol Police Department,2018,64,192,67
Sebastopol Police Department,2019,76,184,57
Sebastopol Police Department,2020,29,157,68
Sebastopol Police Department,2022,32,81,32
Selma Police Department,2017,183,253,180
Selma Police Department,2018,193,161,152
Selma Police Department,2019,176,353,183
Selma Police Department,2020,178,435,185
Selma Police Department,2022,201,304,121
Sequoias Community College District Police Department,2017,5,14,18
Sequoias Community College District Police Department,2018,6,16,11
Sequoias Community College District Police Department,2019,3,19,14
Sequoias Community College District Police Department,2020,5,25,4
Sequoias Community College District Police Department,2022,1,11,0
Shafter Police Department,2017,120,270,101
Shafter Police Department,2018,122,248,70
Shafter Police Department,2019,146,305,77
Shafter Police Department,2020,125,414,98
Shafter Police Department,2022,133,248,99
Shasta County Marshal,2017,9,10,9
Shasta County Marshal,2018,9,12,6
Shasta County Marshal,2019,5,6,0
Shasta County Marshal,2020,1,6,2
Shasta County Sheriff's Department,2017,35,130,43
Shasta County Sheriff's Department,2018,28,110,23
Shasta County Sheriff's Department,2019,18,133,20
Shasta County Sheriff's Department,2020,10,167,11
Shasta County Sheriff's Department,2022,3,97,10
Sierra County Sheriff's Department,2017,27,35,17
Sierra County Sheriff's Department,2018,25,42,18
Sierra County Sheriff's Department,2019,20,40,12
Sierra County Sheriff's Department,2020,24,50,15
Sierra County Sheriff's Department,2022,8,24,10
Sierra Madre Police Department,2017,13,49,7
Sierra Madre Police Department,2018,12,42,19
Sierra Madre Police Department,2019,14,39,14
Sierra Madre Police Department,2020,14,51,28
Sierra Madre Police Department,2022,5,25,14
Signal Hill Police Department,2017,64,407,191
Signal Hill Police Department,2018,81,289,145
Signal Hill Police Department,2019,78,310,155
Signal Hill Police Department,2020,69,180,139
Signal Hill Police Department,2022,68,198,153
Simi Valley Police Department,2017,335,1040,441
Simi Valley Police Department,2018,322,1126,383
Simi Valley Police Department,2019,321,964,366
Simi Valley Police Department,2020,256,723,269
Simi Valley Police Department,2022,223,411,182
Siskiyou County Sheriff's Department,2017,171,201,103
Siskiyou County Sheriff's Department,2018,160,147,91
Siskiyou County Sheriff's Department,2019,169,124,79
Siskiyou County Sheriff's Department,2020,137,139,96
Siskiyou County Sheriff's Department,2022,75,52,46
Solano County Sheriff's Department,2017,269,481,299
Solano County Sheriff's Department,2018,296,611,302
Solano County Sheriff's Department,2019,141,211,161
Solano County Sheriff's Department,2020,129,296,171
Solano County Sheriff's Department,2022,114,193,135
Soledad Police Department,2017,128,168,63
Soledad Police Department,2018,124,150,73
Soledad Police Department,2019,109,104,62
Soledad Police Department,2020,100,128,57
Soledad Police Department,2021,50,106,27
Soledad Police Department,2022,57,126,62
Sonoma County Sheriff's Department,2017,791,1239,427
Sonoma County Sheriff's Department,2018,786,1217,461
Sonoma County Sheriff's Department,2019,692,893,427
Sonoma County Sheriff's Department,2020,598,468,339
Sonoma County Sheriff's Department,2022,466,274,284
Sonora Police Department,2017,91,204,109
Sonora Police Department,2018,85,188,109
Sonora Police Department,2019,100,251,102
Sonora Police Department,2020,86,224,112
Sonora Police Department,2022,75,233,90
South Gate Police Department,2017,486,894,845
South Gate Police Department,2018,494,953,683
South Gate Police Department,2019,443,869,630
South Gate Police Department,2020,262,331,314
South Gate Police Department,2022,338,435,419
South Lake Tahoe Police Department,2017,215,426,130
South Lake Tahoe Police Department,2018,201,428,139
South Lake Tahoe Police Department,2019,253,385,130
South Lake Tahoe Police Department,2020,244,380,137
South Lake Tahoe Police Department,2022,184,247,90
South Pasadena Police Department,2017,57,196,116
South Pasadena Police Department,2018,58,219,92
South Pasadena Police Department,2019,67,208,129
South Pasadena Police Department,2020,34,131,96
South Pasadena Police Department,2022,37,121,75
South San Francisco Police Department,2017,269,638,263
South San Francisco Police Department,2018,214,641,231
South San Francisco Police Department,2019,225,673,296
South San Francisco Police Department,2020,192,503,237
South San Francisco Police Department,2022,203,462,240
St. Helena Police Department,2017,13,81,10
St. Helena Police Department,2018,14,70,8
St. Helena Police Department,2019,17,45,6
St. Helena Police Department,2020,19,36,9
St. Helena Police Department,2022,13,57,4
Stallion Springs Police Department,2017,4,1,0
Stallion Springs Police Department,2018,0,6,0
Stallion Springs Police Department,2019,5,20,4
Stallion Springs Police Department,2020,11,40,21
Stallion Springs Police Department,2022,11,39,10
Stanislaus County Sheriff's Department,2017,908,458,494
Stanislaus County Sheriff's Department,2018,889,404,509
Stanislaus County Sheriff's Department,2019,867,365,440
Stanislaus County Sheriff's Department,2020,903,462,395
Stanislaus County Sheriff's Department,2022,844,427,418
Stockton Police Department,2017,2055,1859,1884
Stockton Police Department,2018,2087,1735,1750
Stockton Police Department,2019,2227,1328,1765
Stockton Police Department,2020,2133,1022,1582
Stockton Police Department,2021,1202,1043,1272
Stockton Police Department,2022,1280,997,1565
Stockton Unified School District Police,2017,176,218,105
Stockton Unified School District Police,2018,98,126,63
Stockton Unified School District Police,2019,93,49,54
Stockton Unified School District Police,2020,28,26,31
Stockton Unified School District Police,2022,14,4,19
Suisun Police Department,2017,199,248,128
Suisun Police Department,2018,151,189,70
Suisun Police Department,2019,144,178,78
Suisun Police Department,2020,170,222,96
Suisun Police Department,2022,167,183,112
Sunnyvale Department of Public Safety,2017,447,1143,501
Sunnyvale Department of Public Safety,2018,432,914,419
Sunnyvale Department of Public Safety,2019,432,966,411
Sunnyvale Department of Public Safety,2020,470,748,355
Sunnyvale Department of Public Safety,2021,137,217,109
Sunnyvale Department of Public Safety,2022,425,546,435
Susanville Police Department,2017,86,118,55
Susanville Police Department,2018,82,116,58
Susanville Police Department,2019,75,104,62
Susanville Police Department,2020,70,105,62
Susanville Police Department,2021,5,5,8
Susanville Police Department,2022,46,73,43
Sutter County Sheriff's Department,2017,214,411,227
Sutter County Sheriff's Department,2018,211,397,209
Sutter County Sheriff's Department,2019,182,325,241
Sutter County Sheriff's Department,2020,128,240,182
Sutter County Sheriff's Department,2022,212,438,204
Sutter Creek Police Department,2017,13,55,16
Sutter Creek Police Department,2018,5,46,14
Sutter Creek Police Department,2019,8,31,8
Sutter Creek Police Department,2020,10,40,5
Sutter Creek Police Department,2022,10,30,9
Taft Police Department,2017,57,205,97
Taft Police Department,2018,55,192,62
Taft Police Department,2019,77,258,65
Taft Police Department,2020,59,259,67
Taft Police Department,2022,63,229,77
Tehachapi Police Department,2017,80,189,84
Tehachapi Police Department,2018,119,181,108
Tehachapi Police Department,2019,107,189,117
Tehachapi Police Department,2020,107,138,114
Tehachapi Police Department,2022,60,82,71
Tehama County Sheriff's Department,2017,129,240,82
Tehama County Sheriff's Department,2018,165,208,88
Tehama County Sheriff's Department,2019,138,210,104
Tehama County Sheriff's Department,2020,127,130,43
Tehama County Sheriff's Department,2021,99,119,62
Tehama County Sheriff's Department,2022,103,128,82
Tiburon Police Department,2017,12,16,19
Tiburon Police Department,2018,12,22,10
Tiburon Police Department,2019,6,13,15
Tiburon Police Department,2020,15,17,17
Tiburon Police Department,2022,15,14,21
Torrance Police Department,2017,260,897,838
Torrance Police Department,2018,306,925,741
Torrance Police Department,2019,310,875,802
Torrance Police Department,2020,281,689,696
Torrance Police Department,2021,8,36,46
Torrance Police Department,2022,253,539,565
Tracy Police Department,2017,410,684,426
Tracy Police Department,2018,406,614,441
Tracy Police Department,2019,359,541,259
Tracy Police Department,2020,271,276,153
Tracy Police Department,2021,177,301,149
Tracy Police Department,2022,224,407,226
Trinity County Sheriff's Department,2017,98,250,62
Trinity County Sheriff's Department,2018,83,192,47
Trinity County Sheriff's Department,2019,51,173,33
Trinity County Sheriff's Department,2020,79,151,48
Trinity County Sheriff's Department,2022,62,65,37
Truckee Police Department,2017,67,185,39
Truckee Police Department,2018,52,202,52
Truckee Police Department,2019,64,123,44
Truckee Police Department,2020,64,119,23
Truckee Police Department,2022,18,44,14
Tulare County Sheriff's Department,2017,1152,2634,703
Tulare County Sheriff's Department,2018,1233,2266,911
Tulare County Sheriff's Department,2019,1147,1817,899
Tulare County Sheriff's Department,2020,1385,1853,953
Tulare County Sheriff's Department,2022,1523,1826,1297
Tulare Police Department,2017,803,1153,609
Tulare Police Department,2018,729,1106,570
Tulare Police Department,2019,685,1094,603
Tulare Police Department,2020,628,834,449
Tulare Police Department,2021,407,476,270
Tulare Police Department,2022,435,411,259
Tulelake Police Department,2017,2,2,6
Tulelake Police Department,2019,0,0,0
Tuolumne County Sheriff's Department,2017,266,676,161
